--- REPORTE OFICIAL ALPR VEHISCAN ---
Generado por: admin@vehiscan.local
Fecha de Generacion: 2026-05-28 00:12:30.012140Z
Filtro Camara ID: 
Filtro Zona: 
Filtro Desde: 2026-05-21
Filtro Hasta: 2026-05-28
Lecturas Totales: 235
Lecturas Exitosas: 228 (97.0%)
Lecturas Fallidas (Baja Confianza): 7 (3.0%)
------------------------------------
Fecha y Hora,Camara,Zona,Placa Original,Placa Normalizada,Confianza %,Tipo,Color,Estado de Lectura
2026-05-27 23:25:53.566160Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,green,EXITOSA
2026-05-27 23:25:44.196250Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,red,EXITOSA
2026-05-27 23:25:36.887544Z,CAM-ONLINE,San Borja,FGH456,FGH456,92.7%,car,green,EXITOSA
2026-05-27 23:25:31.638841Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.9%,truck,blue,EXITOSA
2026-05-27 23:25:20.810416Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,90.7%,car,blue,EXITOSA
2026-05-27 23:25:16.537251Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.4%,car,red,EXITOSA
2026-05-27 23:25:11.985437Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,silver,EXITOSA
2026-05-27 23:25:02.323666Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,gray,EXITOSA
2026-05-27 23:24:56.479837Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,red,EXITOSA
2026-05-27 23:24:51.944901Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.9%,truck,white,EXITOSA
2026-05-27 23:24:42.398979Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,green,EXITOSA
2026-05-27 23:24:38.311374Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.4%,car,white,EXITOSA
2026-05-27 23:24:33.881936Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,black,EXITOSA
2026-05-27 23:24:23.272409Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,red,EXITOSA
2026-05-27 23:24:16.767338Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,white,EXITOSA
2026-05-27 23:24:12.290164Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,gray,EXITOSA
2026-05-27 23:24:02.165482Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,gray,EXITOSA
2026-05-27 23:23:56.384639Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,red,EXITOSA
2026-05-27 23:23:51.813646Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,black,EXITOSA
2026-05-27 23:23:43.779241Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.2%,car,red,EXITOSA
2026-05-27 23:23:35.911315Z,CAM-ONLINE,San Borja,FGH456,FGH456,88.8%,car,gray,EXITOSA
2026-05-27 23:23:25.641540Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,94.3%,car,silver,EXITOSA
2026-05-27 23:23:19.258327Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.4%,car,gray,EXITOSA
2026-05-27 23:23:14.351557Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,red,EXITOSA
2026-05-27 23:23:04.359484Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.2%,car,gray,EXITOSA
2026-05-27 23:22:58.173123Z,CAM-ONLINE,San Borja,FGH456,FGH456,92.7%,car,white,EXITOSA
2026-05-27 23:22:53.559250Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,blue,EXITOSA
2026-05-27 23:22:43.173723Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,white,EXITOSA
2026-05-27 23:22:39.047157Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.4%,car,green,EXITOSA
2026-05-27 23:22:34.379816Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,gray,EXITOSA
2026-05-27 23:22:23.107758Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,94.3%,car,blue,EXITOSA
2026-05-27 23:22:17.069455Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,silver,EXITOSA
2026-05-27 23:22:04.185845Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.0%,car,silver,EXITOSA
2026-05-27 23:21:59.895366Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.4%,car,gray,EXITOSA
2026-05-27 23:21:55.362616Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,green,EXITOSA
2026-05-27 23:21:43.939281Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,94.3%,car,silver,EXITOSA
2026-05-27 23:21:37.576255Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,white,EXITOSA
2026-05-27 23:21:24.868485Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.4%,car,blue,EXITOSA
2026-05-27 23:21:20.337733Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.4%,car,gray,EXITOSA
2026-05-27 23:21:15.704045Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,97.5%,truck,blue,EXITOSA
2026-05-27 23:21:04.419119Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,87.8%,car,red,EXITOSA
2026-05-27 23:21:00.071204Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.4%,car,silver,EXITOSA
2026-05-27 23:20:55.518081Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,red,EXITOSA
2026-05-27 23:20:45.470633Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.0%,car,green,EXITOSA
2026-05-27 23:20:39.536979Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,red,EXITOSA
2026-05-27 23:20:34.836324Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,blue,EXITOSA
2026-05-27 23:20:26.554688Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,gray,EXITOSA
2026-05-27 23:20:20.519631Z,CAM-ONLINE,San Borja,FGH456,FGH456,89.7%,car,green,EXITOSA
2026-05-27 23:20:15.774445Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,green,EXITOSA
2026-05-27 23:20:07.444545Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.2%,car,blue,EXITOSA
2026-05-27 23:20:01.036353Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,black,EXITOSA
2026-05-27 23:19:56.255219Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,blue,EXITOSA
2026-05-27 23:19:46.492612Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,gray,EXITOSA
2026-05-27 23:19:40.401380Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,blue,EXITOSA
2026-05-27 23:19:35.614289Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,93.6%,truck,red,EXITOSA
2026-05-27 23:19:25.960463Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.0%,car,blue,EXITOSA
2026-05-27 23:19:21.627847Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.4%,car,black,EXITOSA
2026-05-27 23:19:16.943498Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,green,EXITOSA
2026-05-27 23:19:07.054541Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,red,EXITOSA
2026-05-27 23:19:01.135710Z,CAM-ONLINE,San Borja,FGH456,FGH456,92.7%,car,blue,EXITOSA
2026-05-27 23:18:56.444865Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,green,EXITOSA
2026-05-27 23:18:45.374780Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,90.7%,car,blue,EXITOSA
2026-05-27 23:18:39.443536Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,gray,EXITOSA
2026-05-27 23:18:26.912627Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,red,EXITOSA
2026-05-27 23:18:20.921222Z,CAM-ONLINE,San Borja,FGH456,FGH456,92.7%,car,black,EXITOSA
2026-05-27 23:18:16.371870Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,red,EXITOSA
2026-05-27 23:18:06.708258Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.0%,car,white,EXITOSA
2026-05-27 23:18:00.875257Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,gray,EXITOSA
2026-05-27 23:17:56.128650Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,green,EXITOSA
2026-05-27 23:17:47.713353Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,red,EXITOSA
2026-05-27 23:17:41.862323Z,CAM-ONLINE,San Borja,FGH456,FGH456,89.7%,car,black,EXITOSA
2026-05-27 23:17:37.231359Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,97.5%,truck,green,EXITOSA
2026-05-27 23:17:26.432125Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,81.9%,car,white,EXITOSA
2026-05-27 23:17:22.292604Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,gray,EXITOSA
2026-05-27 23:17:17.858486Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,white,EXITOSA
2026-05-27 23:17:07.784072Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,silver,EXITOSA
2026-05-27 23:17:01.930279Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,green,EXITOSA
2026-05-27 23:16:57.257547Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,gray,EXITOSA
2026-05-27 23:16:49.074338Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,gray,EXITOSA
2026-05-27 23:16:43.303755Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,black,EXITOSA
2026-05-27 23:16:38.497141Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,gray,EXITOSA
2026-05-27 23:16:27.815847Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,91.8%,car,black,EXITOSA
2026-05-27 23:16:21.701479Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,blue,EXITOSA
2026-05-27 23:16:08.837564Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.6%,car,silver,EXITOSA
2026-05-27 23:16:04.756997Z,CAM-ONLINE,San Borja,FGH456,FGH456,90.0%,car,blue,EXITOSA
2026-05-27 23:16:00.456267Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,96.0%,truck,black,EXITOSA
2026-05-27 23:15:50.686282Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,94.3%,car,green,EXITOSA
2026-05-27 23:07:33.988308Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.2%,car,green,EXITOSA
2026-05-27 23:07:14.275449Z,CAM-ONLINE,San Borja,XYZ789,XYZ789,98.8%,truck,red,EXITOSA
2026-05-27 23:06:40.670725Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.0%,car,white,EXITOSA
2026-05-27 23:06:33.639860Z,CAM-ONLINE,San Borja,FGH456,FGH456,75.1%,car,white,EXITOSA
2026-05-27 23:06:17.771428Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.4%,car,silver,EXITOSA
2026-05-27 23:06:10.148498Z,CAM-ONLINE,San Borja,FGH456,FGH456,89.7%,car,green,EXITOSA
2026-05-27 23:05:53.288096Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,90.1%,car,silver,EXITOSA
2026-05-27 23:05:28.184377Z,CAM-ONLINE,San Borja,FGH456,FGH456,91.7%,car,white,EXITOSA
2026-05-27 23:05:10.328933Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,91.8%,car,green,EXITOSA
2026-05-27 23:04:48.999793Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.0%,car,blue,EXITOSA
2026-05-27 23:04:26.585931Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,93.0%,car,silver,EXITOSA
2026-05-27 23:04:02.467575Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,94.1%,car,green,EXITOSA
2026-05-27 23:03:41.754688Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,92.4%,car,black,EXITOSA
2026-05-27 23:03:19.873232Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,90.7%,car,red,EXITOSA
2026-05-27 23:02:57.404587Z,CAM-ONLINE,San Borja,ABCI23,ABCI23,94.9%,car,white,EXITOSA
2026-05-27 23:00:22.124888Z,CAM-06,Ate,ABCI23,ABCI23,92.6%,car,white,EXITOSA
2026-05-27 23:00:16.448074Z,CAM-06,Ate,FGH456,FGH456,89.7%,car,black,EXITOSA
2026-05-27 23:00:11.989270Z,CAM-06,Ate,XYZ789,XYZ789,96.0%,truck,red,EXITOSA
2026-05-27 23:00:01.169991Z,CAM-06,Ate,ABCI23,ABCI23,91.8%,car,black,EXITOSA
2026-05-27 22:59:57.548575Z,CAM-06,Ate,FGH456,FGH456,91.4%,car,red,EXITOSA
2026-05-27 22:59:51.367547Z,CAM-06,Ate,XYZ789,XYZ789,96.0%,truck,gray,EXITOSA
2026-05-27 22:59:42.196724Z,CAM-06,Ate,ABCI23,ABCI23,92.6%,car,red,EXITOSA
2026-05-27 22:59:36.002110Z,CAM-06,Ate,FGH456,FGH456,91.7%,car,black,EXITOSA
2026-05-27 22:59:24.252852Z,CAM-06,Ate,ABCI23,ABCI23,94.5%,car,green,EXITOSA
2026-05-25 19:31:47.834874Z,CAM-001,Cercado,QRS345,QRS345,90.7%,car,green,EXITOSA
2026-05-25 19:31:47.831913Z,CAM-002,San Borja,NOP012,NOP012,43.9%,truck,silver,FALLIDA (BAJA CONFIANZA)
